Tweet,Sentiment,Sentiment_Expression
"مش مهم لو كانت الايام الجاية من غير تفاصيل حلوة ، مش عاوزه حاجة حلوة تحصل ، المهم ميكونش ف حاجات وحشة ، انا راضية ب… https://t.co/T4VWnBGs8z",negative,implicit
جباوي من مقرّ الاتحاد العمالي العام: موقفنا مسبق في ما يتعلق بالضرائب ونرفض تلك التي تطال ذوي الدخل المحدود ونصرّ أن تطال الفئات الميسورة,neutral,none
"السلام عليكم ورحمة الله وبركاتة ، سعادة المستشار الكل يعلم أن أمام نادي الهلال مهمة وطنية مفصلية في تاريخ النادي وا… https://t.co/0J6jCRPbH6",neutral,none
"اللهم أجعلنا مقبولين بكرمك ، مكفولين بذكرك وإحسانك ومشمولين بعفوك و مغفرتك ، و أتمم علينا عافيتك و أسعدنا برضاك يار… https://t.co/xQ4G1afwyL",positive,explicit
#ديربي_مدريد #ريال_مدريد شيئا فشيئا المرنيقي يودع الدوري الاسباني فارق النقاط مع المتصدر 10 نقاط .. اجساد تتحرك في الميدان دون هوية وروح 💔,very_negative,explicit
"🌹اللهم إني أعوذ بك من النسيان والكسل والتواني في طاعتك، وأعوذ بك من دنيا تمنع خير الآخرة، ومن أمل يمنع خير العمل.🌹 . *🌸صباح الخير 🌸*",neutral,none
#اسباب_السعاده_تكون اهلي و الجامعة و شلتي اللطيفة و الكتب و شاورمجي و مسلسلي و الافلام و اهلي و الذرة و الناس الم… https://t.co/7iQroeGoeE,very_positive,explicit
الرئيس عباس في ذكرى رحيل أبو عمار : ماضون قدما بالمصالحة ومستمرون في تنفيذ اتفاق القاهرة وصولا لسلطة واحدة وقانون واحد وسلاح شرعي واحد,positive,explicit
ما بتمنى اشي حاليا الا اني اصير اقدر اسيطر ع عصبيتي قسما بالله الاشي صار بزعجني قبل ما يزعج الي حولي,very_negative,explicit
"""اللهم بشرني بالخير كما بشرت يعقوب بيوسف وبشرني بالفرح كما بشرت زكريا بيحيى ياحي ياقيوم أسألك بحاجة داخل قلبي وأنت أدرى بها فحققها لي يارب""",positive,explicit
يجب عليك ان تعرف انك عندما تراني سيء فانك ترى انعكاس حجم سوءك . فاني لا اصبح سيء الا مع السيء,negative,explicit
الرئيس الفرنسي قدم للسعودية ليفك احتجاز #سعد_الحريري كونه مقرب منه لكن السعوديون مولوا مشروعه في ساحل افريقيا فنسي… https://t.co/Ixq4GZDY32,negative,explicit
"سُبحان الواحد القهّار ، العزيزُ الجبّار ، الرحيم الغفّار ، سُبحان مَن لا تَخفى عليهِ الأسرار ، و لا تُدركهُ الأبصار و كلّ شئٍ عندهُ بمقدار .",neutral,none
@OBalah1998 اه بعرف فيار. احضر هادا الفيديو من واحد من داخل الإتحاد الإسباني بيتكلم بشكل واضح عن العهر التحكيمي لصال… https://t.co/U3BUxVgKKX,very_negative,explicit
ولماذا لم ينتفض ويستقيل ويمتنع عن توقيع مرسوم تعيين سفير لبنان في دمشق .كان راضياً بإقتسام ما تبقّى من خيرات الدولة مع ج. باسيل. إلى أن 🤔...,negative,explicit
@dr_naseer هذا هو نقاء الروح السلفية والوهابية والاخوانية - ان تندمج بروح من يميلون له واقواها الجنسية ليكونوا جسد واحد يغذي احدهما الآخر,positive,explicit
قريبا مباراة منتخب السعودية يواجه منتخب البرتغال في كرة القدم... استفد من عروضنا على الشاشات وشاهد المباراة بوضوح!… https://t.co/SDi2H0S8ky,neutral,none
الحمد لله... ماقصرتوا يانجوم الزعيم.. مباراة قوية اضاع فيها الزعيم فرص كثيرة وسهلة ولكنها تدل على رغبة قوية في الفوز… https://t.co/Hggj8BVjr6,positive,explicit
اشاعة : وزارة الإتصالات تعلن رفع رسوم تفعيل أجهزة الموبايل من خارج سورية على الشبكة السورية من… https://t.co/7f8akfRXRM,neutral,none
عنا بتبقى الوحدة عم تأرغل والدخنة طالعة من دينيا اكتر من مناخيرا وبتطلع فيك وبتقلك: بقرف من السيغارة ومن ريحتا ومن شكل البنت يللي حاملتا 😐,negative,explicit
الف الف مبروك للمنتخب السوري كسب احترام الجميع لعب بروح والعزيمه شكرا على كل شي قدمتوه على مدار التصفيات النهايه برغم الظروف #استراليا_سوريا,very_positive,explicit
تدمير مدرعة نوع بي إم بي تابعة لقوى العدوان في حريب نهم (وسائل اعلام يمنية) ▪ #اليمن_صرخة_حق,positive,explicit
""" مهما تعطيك الحياة، حتى إن كان مؤلماً، انهضي وكوني قوية وتصرفي وكأن كل شيء على ما يرام. . تذكري أن الجدران القوية ق… https://t.co/JES6vMZSSH",positive,explicit
"""الذاكرة هي أحياء شيءٍ قديم ، . أما التخيل فهو ابتكار شيء جديد"" . سمو الأمير الحسن بن طلال . #معرض_ألف_اختراع_واختراع… https://t.co/U91ELazz3D",positive,explicit
"@tawba_shaban أنا عن الي بتحكي عنهم قصدي. الفكرة، مو كلنا النا نفس طريقة التعبير، ومو كل التفاصيل بتثير اهتمامنا وإع… https://t.co/41SN4HMcWe",neutral,none
#جنبلاط عبر تويتر: من اجل التاريخ كي لا ندخل في المجهول افضل تسوية لاستقرار لبنان هي حكومة الوحدة الوطنية الحالية ولن ازيد,positive,explicit
@saadhariri لك الله يحميك وينصرك وينصرنا فيك لك انتي اصه والله وطلع منك يا سعد عشتم وعاش لبنان وعاشت المملكه السعوديه,positive,explicit
قال زهير بن أبي سُلمى:. ثلاثٌ يعزُ الصبرُ عند حلولِها … ويذهلُ عنها عقلُ كلَّ لبيبِ. خروجُ اضطرارٍ من بلادٍ يحبها … وفرقةُ إخوانٍ وفقدُ حبيبِ,neutral,none
"سيتيح الكلام للاسفاف وعدم ايصال الفكرة بايجاز، وسيفقد #تويتر اهم ميزة فيه يتمايز فيها عن غيره من المنصات. #تويتر_280_حرف",very_negative,explicit
@Dr_abdoty يا كبتن مش لانك انت الخبير تتفلسف ع خلق الله .. بتقدر توضحلو مش تيجي اضحك العالم ع حساب اللي غلط و سأل واحد مثلك,very_negative,explicit
بالأمس حسن بلا صراخ و #ايران تغلق مكاتب لمؤسسات وهيئات حكومية لها في #الضاحية_الجنوبية اليوم وتتقل موظفيها لمناطق غير معلومة.. #حزب_الله,neutral,none
موعدكم #الآن مع مسلسل #عاصمة_عبدالحميد . على قناة #فورشباب . لمشاهدة البث المباشر . https://t.co/W8mokH3uhT https://t.co/lnX7cbhu47,neutral,none
البني ادم اللي عنده جلطه دماغيه . شو تخصص الدكتور اللي لازم يروحله ؟ ومين في دكاتره عنا بمستشفى الجامعه أو المدينه ؟,neutral,none
#زيارة_الاربعين. الله سبحانه قدمهما معا فقال في المباهلة : ابناءنا. ورسوله صلى الله عليه وآله وسلم ما اكثر ما كان يقو… https://t.co/GsMh7NYwIP,neutral,none
صور من اليوم الثاني للورشة التدريبية التي قدمتها جينوم بالتعاون مع منظمة @ACTED. في إربد بعنوان : بناء التحالفات و ا… https://t.co/KNvdoHk5VT,neutral,none
بنظر الآخرين ان الاستفتاء جلب الدمار ل #كوردستان ولكنهم بعيدين كل البعد عن الحقيقة التي ستبقى توجع أعداء #الكورد لا… https://t.co/VYQwmtGjTb,negative,explicit
كُن شَاكرا مهماكانت الأَزمَاتْ واصْبِر فَالمُعجزة تحدث فِي ثَواني لاَ سَنوات ربمآ آليوم ربمآ غداً ربمآ يوم مآ فھي آن ضآقت لابُـد ٲن تفرج,positive,explicit
@walidjoumblatt شو هالوحدة يلي كل وحدة بميل. انتوا زعما الحرب تبعلوا 8 و14 شو اسمو يلي خربتوا لبنان حلوا عن ربنا ونحا مندبر حالنا,very_negative,explicit
أيا عمر الفاروق هل لك عودة.. فإن جيوش الفرس تنهى وتأمر... يحاصرنا كالموت مليون كافر... ففي الشرق هولاكو وفي الغرب قيص… https://t.co/dBPbk0ruxq,positive,explicit
ما يقدمه الانسان في هذه الحياة غالباً ما يكون نتاج تربيته. وثقافته وفهمه لأصول العيش في هذه الحياة ومن هنا قد. نلاحظ… https://t.co/TlwKDde7C2,neutral,none
قال صاروا خايفانين على لبنان.. طيب شو أول مرة؟ ما نحن شعب خلقنا من حروب عشنا بصراعات بحياتنا ما كنا مستقلين وكل حياتنا منقسمين ومحكومين!,very_negative,explicit
